record_id,query_id,query_text,method,orig_rank,display_order,pano_id,image_path,image_file_name,source_score,source_prompt,best_yaw,lng,lat,num_views,num_views_above_thresh
Q01_CLIP_0002_0Y6D,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,2,1,-8hTRznWQS2FET3PIiz99A,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\-8hTRznWQS2FET3PIiz99A_090.jpg,-8hTRznWQS2FET3PIiz99A_090.jpg,0.24926758,street benches,90,9.18271,45.45435139,4,2
Q01_CLIP_0007_8MDD,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,7,2,QzMd74_7Yeff6YgDNyi2YA,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\QzMd74_7Yeff6YgDNyi2YA_270.jpg,QzMd74_7Yeff6YgDNyi2YA_270.jpg,0.24169922,public bench,270,9.220532204,45.44188488,4,1
Q01_CLIP_0065_CHJ7,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,65,3,c7ylgg0sraR-29HH0JabQA,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\c7ylgg0sraR-29HH0JabQA_090.jpg,c7ylgg0sraR-29HH0JabQA_090.jpg,0.22399902,a bench,90,9.180427882,45.51095914,4,1
Q01_CLIP_0266_6CCV,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,266,4,5ugBKnG36dYs8894vnKobA,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\5ugBKnG36dYs8894vnKobA_270.jpg,5ugBKnG36dYs8894vnKobA_270.jpg,0.21496582,bench near the curb,270,9.200085,45.5052569,4,1
Q01_CLIP_0235_T63J,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,235,5,X1ykvjJ8o11bS77u8HUe6w,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\X1ykvjJ8o11bS77u8HUe6w_090.jpg,X1ykvjJ8o11bS77u8HUe6w_090.jpg,0.21569824,bench near the curb,90,9.119256774,45.48132444,4,1
Q01_CLIP_0220_I6FQ,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,220,6,tVEDDRHBi5CNp64WpIBXBA,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\tVEDDRHBi5CNp64WpIBXBA_090.jpg,tVEDDRHBi5CNp64WpIBXBA_090.jpg,0.21606445,public bench,90,9.1433068,45.4938149,4,1
Q01_CLIP_0099_KTAK,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,99,7,HT7OQPO7KcKBNPxWB82y4g,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\HT7OQPO7KcKBNPxWB82y4g_270.jpg,HT7OQPO7KcKBNPxWB82y4g_270.jpg,0.22180176,bench near the curb,270,9.104629477,45.47006472,4,1
Q01_CLIP_0029_SG65,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,29,8,blXDCgzLGyNiV_ma4ELu_g,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\blXDCgzLGyNiV_ma4ELu_g_270.jpg,blXDCgzLGyNiV_ma4ELu_g_270.jpg,0.22875977,street benches,270,9.216281711,45.44393101,4,1
Q01_CLIP_0095_XLL4,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,95,9,xd5-D3J6UbYKj1MJjsLOeg,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\xd5-D3J6UbYKj1MJjsLOeg_090.jpg,xd5-D3J6UbYKj1MJjsLOeg_090.jpg,0.2220459,benches along the street,90,9.2236699,45.4795251,4,1
Q01_CLIP_0145_TRP0,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,145,10,bsVucKle99ah6lmhpoqZ7g,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\bsVucKle99ah6lmhpoqZ7g_090.jpg,bsVucKle99ah6lmhpoqZ7g_090.jpg,0.21862793,benches on the sidewalk,90,9.106476834,45.4993917,4,1
Q01_CLIP_0237_ME8F,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,237,11,CWQHAvNvB2EHrY1OHC6CPQ,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\CWQHAvNvB2EHrY1OHC6CPQ_090.jpg,CWQHAvNvB2EHrY1OHC6CPQ_090.jpg,0.21557617,public bench,90,9.179965338,45.45301807,4,1
Q01_CLIP_0069_X7EE,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,69,12,E3UaqKzuQUih6sMkALzSgA,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\E3UaqKzuQUih6sMkALzSgA_270.jpg,E3UaqKzuQUih6sMkALzSgA_270.jpg,0.22375488,benches along the street,270,9.1264573,45.5015786,4,1
Q01_CLIP_0093_A7TZ,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,93,13,46vB-XayK9AmJWDl_ZsUeQ,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\46vB-XayK9AmJWDl_ZsUeQ_090.jpg,46vB-XayK9AmJWDl_ZsUeQ_090.jpg,0.22229004,bench near the curb,90,9.0852806,45.463835,4,1
Q01_CLIP_0127_AXEQ,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,127,14,2puLTmKiVqHmLUu3e524hg,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\2puLTmKiVqHmLUu3e524hg_090.jpg,2puLTmKiVqHmLUu3e524hg_090.jpg,0.21984863,bench near the curb,90,9.263052608,45.51543603,4,1
Q01_CLIP_0152_YXR2,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,152,15,ecfwxQk6mhU313hHqojrog,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\ecfwxQk6mhU313hHqojrog_090.jpg,ecfwxQk6mhU313hHqojrog_090.jpg,0.21813965,bench near the curb,90,9.1653606,45.5283222,4,1
Q01_CLIP_0129_1N13,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,129,16,2bplupzItRwcd4jrhvrrPA,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\2bplupzItRwcd4jrhvrrPA_180.jpg,2bplupzItRwcd4jrhvrrPA_180.jpg,0.21972656,bench near the curb,180,9.1564963,45.4875577,4,1
Q01_CLIP_0077_FEL6,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,77,17,gobn7WLq1Dy4z6n676s6Yg,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\gobn7WLq1Dy4z6n676s6Yg_270.jpg,gobn7WLq1Dy4z6n676s6Yg_270.jpg,0.22314453,benches on the sidewalk,270,9.230732221,45.47938942,4,1
Q01_CLIP_0158_R09S,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,158,18,yTteNcv1dX3woBysfsv82g,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\yTteNcv1dX3woBysfsv82g_090.jpg,yTteNcv1dX3woBysfsv82g_090.jpg,0.21789551,bench near the curb,90,9.184889201,45.50455594,4,1
Q01_CLIP_0241_YV37,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,241,19,sy79p8T7GAOjHldi2Ho-EA,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\sy79p8T7GAOjHldi2Ho-EA_180.jpg,sy79p8T7GAOjHldi2Ho-EA_180.jpg,0.21557617,bench near the curb,180,9.173442193,45.47578668,4,1
Q01_CLIP_0233_0DK0,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,233,20,VRGIzOsYqjeb0G1DXgdHng,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\VRGIzOsYqjeb0G1DXgdHng_090.jpg,VRGIzOsYqjeb0G1DXgdHng_090.jpg,0.21569824,bench near the curb,90,9.2509441,45.4872489,4,1
Q01_CLIP_0203_TTQL,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,203,21,bo9TamVi0OCTf0Xrt0IVxw,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\bo9TamVi0OCTf0Xrt0IVxw_090.jpg,bo9TamVi0OCTf0Xrt0IVxw_090.jpg,0.2163086,bench near the curb,90,9.176706243,45.47812157,4,1
Q01_CLIP_0059_VYIE,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,59,22,qf1asmkwqbhM7s9PF2owyg,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\qf1asmkwqbhM7s9PF2owyg_090.jpg,qf1asmkwqbhM7s9PF2owyg_090.jpg,0.22436523,street furniture benches,90,9.2557467,45.5115871,4,1
Q01_CLIP_0211_MYX4,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,211,23,lLc7Aexj1pAnBUjnuU5jMw,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\lLc7Aexj1pAnBUjnuU5jMw_090.jpg,lLc7Aexj1pAnBUjnuU5jMw_090.jpg,0.21618652,street furniture benches,90,9.217259947,45.43719595,4,1
Q01_CLIP_0270_X1ZH,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,270,24,Z_wT2ry7Qouus-tbofB8TQ,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\Z_wT2ry7Qouus-tbofB8TQ_270.jpg,Z_wT2ry7Qouus-tbofB8TQ_270.jpg,0.21484375,street furniture benches,270,9.2439361,45.4614124,4,1
Q01_CLIP_0040_MVIH,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,40,25,6zLdZ-L1WoMxOjXuKCEjGg,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\6zLdZ-L1WoMxOjXuKCEjGg_270.jpg,6zLdZ-L1WoMxOjXuKCEjGg_270.jpg,0.22668457,a bench on the sidewalk,270,9.214158591,45.52209971,4,1
Q01_CLIP_0019_5LXO,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,19,26,Z-f5sHd-1K1JPAwlAKwX7Q,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\Z-f5sHd-1K1JPAwlAKwX7Q_270.jpg,Z-f5sHd-1K1JPAwlAKwX7Q_270.jpg,0.23352051,bench near the curb,270,9.129948147,45.49543508,4,1
Q01_CLIP_0183_B1QX,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,183,27,AZv48cch3H-5m6cJlgCjOw,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\AZv48cch3H-5m6cJlgCjOw_270.jpg,AZv48cch3H-5m6cJlgCjOw_270.jpg,0.21679688,street furniture benches,270,9.1984214,45.4633151,4,1
Q01_CLIP_0209_SQ0O,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,209,28,6gwR49f0WpFMRm9-5X5JnQ,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\6gwR49f0WpFMRm9-5X5JnQ_090.jpg,6gwR49f0WpFMRm9-5X5JnQ_090.jpg,0.21618652,bench near the curb,90,9.177283134,45.42278709,4,1
Q01_CLIP_0267_CJWT,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,267,29,OAwUhpRv5oWUlTnbyFj0EQ,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\OAwUhpRv5oWUlTnbyFj0EQ_090.jpg,OAwUhpRv5oWUlTnbyFj0EQ_090.jpg,0.21484375,street benches,90,9.192405805,45.48676339,4,1
Q01_CLIP_0222_6YFP,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,222,30,MrM2w0fKTxGgWwFjthVYig,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\MrM2w0fKTxGgWwFjthVYig_270.jpg,MrM2w0fKTxGgWwFjthVYig_270.jpg,0.21594238,public bench,270,9.2053034,45.4504563,4,1
Q01_CLIP_0020_6QJI,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,20,31,C83MK_HP00LQ8e4O8xse1Q,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\C83MK_HP00LQ8e4O8xse1Q_270.jpg,C83MK_HP00LQ8e4O8xse1Q_270.jpg,0.2331543,bench near the curb,270,9.122564978,45.50340238,4,1
Q01_CLIP_0116_CKJL,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,116,32,0hZwTEEBNeVfs8JOEU9Psg,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\0hZwTEEBNeVfs8JOEU9Psg_270.jpg,0hZwTEEBNeVfs8JOEU9Psg_270.jpg,0.22045898,bench near the curb,270,9.244514711,45.50995858,4,1
Q01_CLIP_0088_XO9T,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,88,33,jSF0cNeBk5XfYf-lCdd7Aw,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\jSF0cNeBk5XfYf-lCdd7Aw_090.jpg,jSF0cNeBk5XfYf-lCdd7Aw_090.jpg,0.22265625,street benches,90,9.1876991,45.4715629,4,1
Q01_CLIP_0252_MOGE,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,252,34,GHQ_yRFEfYY0ZaQHBgD0bA,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\GHQ_yRFEfYY0ZaQHBgD0bA_270.jpg,GHQ_yRFEfYY0ZaQHBgD0bA_270.jpg,0.21533203,bench near the curb,270,9.25033809,45.46191174,4,1
Q01_CLIP_0048_GQPK,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,48,35,BP8x7m_NmmqS1PUMGN1ZTw,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\BP8x7m_NmmqS1PUMGN1ZTw_270.jpg,BP8x7m_NmmqS1PUMGN1ZTw_270.jpg,0.22509766,benches on the sidewalk,270,9.224152622,45.4613106,4,1
Q01_CLIP_0015_G0FN,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,15,36,wOJIst6wLGUS5cGeyEJMLw,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\wOJIst6wLGUS5cGeyEJMLw_090.jpg,wOJIst6wLGUS5cGeyEJMLw_090.jpg,0.23632812,bench near the curb,90,9.1206041,45.5121295,4,1
Q01_CLIP_0106_OWGZ,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,106,37,s1NT1i4rFUZuG5HUjcNB4w,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\s1NT1i4rFUZuG5HUjcNB4w_090.jpg,s1NT1i4rFUZuG5HUjcNB4w_090.jpg,0.22155762,street benches,90,9.2521359,45.4867502,4,1
Q01_CLIP_0185_RDML,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,185,38,XRpTW5diP3hXmHaR76IJiQ,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\XRpTW5diP3hXmHaR76IJiQ_090.jpg,XRpTW5diP3hXmHaR76IJiQ_090.jpg,0.21679688,bench near the curb,90,9.16734619,45.52619751,4,1
Q01_CLIP_0160_GATJ,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,160,39,P7xWbfS4G7ZPGnEqqwDvkw,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\P7xWbfS4G7ZPGnEqqwDvkw_270.jpg,P7xWbfS4G7ZPGnEqqwDvkw_270.jpg,0.21777344,street furniture benches,270,9.1642436,45.5275501,4,1
Q01_CLIP_0177_FL0U,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,177,40,7EIxOxFoXYebF7asa1ATKQ,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\7EIxOxFoXYebF7asa1ATKQ_270.jpg,7EIxOxFoXYebF7asa1ATKQ_270.jpg,0.21704102,bench near the curb,270,9.209369721,45.45633517,4,1
Q01_CLIP_0026_AZYT,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,26,41,ol2vJpnw2r7Ib4fZ-GqRIQ,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\ol2vJpnw2r7Ib4fZ-GqRIQ_090.jpg,ol2vJpnw2r7Ib4fZ-GqRIQ_090.jpg,0.23144531,street furniture benches,90,9.128707715,45.45456124,4,1
Q01_CLIP_0288_DBFW,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,288,42,MpPRLtCKFrge-4bW9n6Tqw,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\MpPRLtCKFrge-4bW9n6Tqw_090.jpg,MpPRLtCKFrge-4bW9n6Tqw_090.jpg,0.21447754,street benches,90,9.124198555,45.46810021,4,1
Q01_CLIP_0096_ZKLO,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,96,43,SJBmmyJEaUQdp8uZOsV0ZQ,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\SJBmmyJEaUQdp8uZOsV0ZQ_090.jpg,SJBmmyJEaUQdp8uZOsV0ZQ_090.jpg,0.22192383,bench near the curb,90,9.10314467,45.45316661,4,1
Q01_CLIP_0218_FTU2,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,218,44,JURr8QKCMRQKHsCmGGdD3A,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\JURr8QKCMRQKHsCmGGdD3A_090.jpg,JURr8QKCMRQKHsCmGGdD3A_090.jpg,0.21606445,public bench,90,9.065611367,45.44425728,4,1
Q01_CLIP_0253_4QXX,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,253,45,sS-DYPl-bciKZxSYo2vcIw,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\sS-DYPl-bciKZxSYo2vcIw_090.jpg,sS-DYPl-bciKZxSYo2vcIw_090.jpg,0.21533203,bench near the curb,90,9.2644666,45.5136041,4,1
Q01_CLIP_0174_Y72W,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,174,46,SAAcUC7PI5kco73RyNL1Nw,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\SAAcUC7PI5kco73RyNL1Nw_270.jpg,SAAcUC7PI5kco73RyNL1Nw_270.jpg,0.21716309,bench near the curb,270,9.1400802,45.5045566,4,1
Q01_CLIP_0108_11DP,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,108,47,vN1QCEwk65zN_P6njoB9zA,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\vN1QCEwk65zN_P6njoB9zA_090.jpg,vN1QCEwk65zN_P6njoB9zA_090.jpg,0.22131348,bench near the curb,90,9.2238211,45.4971892,4,1
Q01_CLIP_0107_RIXA,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,107,48,APY0g9qX0roKGCz_7UwUsg,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\APY0g9qX0roKGCz_7UwUsg_090.jpg,APY0g9qX0roKGCz_7UwUsg_090.jpg,0.22143555,bench near the curb,90,9.0795081,45.45742,4,1
Q01_CLIP_0134_UHZ1,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,134,49,2XjedaGRxz7tyQDq_-diVA,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\2XjedaGRxz7tyQDq_-diVA_090.jpg,2XjedaGRxz7tyQDq_-diVA_090.jpg,0.21936035,street benches,90,9.241292156,45.45776732,4,1
Q01_CLIP_0189_OS9X,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,189,50,78VSjtvBFRosQkVrt-gkNg,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\78VSjtvBFRosQkVrt-gkNg_270.jpg,78VSjtvBFRosQkVrt-gkNg_270.jpg,0.2166748,street furniture benches,270,9.193885,45.4796698,4,1
Q01_CLIP_0180_BPLJ,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,180,51,G-v-K6-wbpzmTIRMhT1akA,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\G-v-K6-wbpzmTIRMhT1akA_090.jpg,G-v-K6-wbpzmTIRMhT1akA_090.jpg,0.21691895,benches along the street,90,9.203848204,45.43850447,4,1
Q01_CLIP_0011_ZBIK,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,11,52,9q9OaIn8H_PyyjlN6bFnDw,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\9q9OaIn8H_PyyjlN6bFnDw_090.jpg,9q9OaIn8H_PyyjlN6bFnDw_090.jpg,0.23864746,bench near the curb,90,9.209304785,45.52189128,4,1
Q01_CLIP_0104_YIHA,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,104,53,XpdQSh3ilhLx_L9qLDqYug,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\XpdQSh3ilhLx_L9qLDqYug_090.jpg,XpdQSh3ilhLx_L9qLDqYug_090.jpg,0.22155762,street furniture benches,90,9.1906295,45.4432011,4,1
Q01_CLIP_0042_4CIY,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,42,54,i8hxPaV2cZgPMpWTuS4HdQ,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\i8hxPaV2cZgPMpWTuS4HdQ_000.jpg,i8hxPaV2cZgPMpWTuS4HdQ_000.jpg,0.2265625,street furniture benches,0,9.2403996,45.4358076,4,1
Q01_CLIP_0068_XA3K,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,68,55,SxRC98-L3N-3nGiVyp2y4g,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\SxRC98-L3N-3nGiVyp2y4g_270.jpg,SxRC98-L3N-3nGiVyp2y4g_270.jpg,0.22399902,street benches,270,9.214123148,45.47282192,4,1
Q01_CLIP_0012_CIDK,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,12,56,CPm0N_iyCtHDyuj8U9Im9Q,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\CPm0N_iyCtHDyuj8U9Im9Q_090.jpg,CPm0N_iyCtHDyuj8U9Im9Q_090.jpg,0.23864746,bench near the curb,90,9.106645458,45.51150358,4,1
Q01_CLIP_0275_3UVU,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,275,57,49LllN23RpTrbIU1q-PytQ,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\49LllN23RpTrbIU1q-PytQ_000.jpg,49LllN23RpTrbIU1q-PytQ_000.jpg,0.21472168,street benches,0,9.1831176,45.4733298,4,1
