rank,pano_id,best_yaw,lng,lat,best_view_path,best_view_score,prompt_best,num_views,num_views_above_thresh
1,L93lz-apm9d7ThB9ldi6YQ,90,9.257613654,45.45434569,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\L93lz-apm9d7ThB9ldi6YQ_090.jpg,0.25830078,bench near the curb,4,1
2,-8hTRznWQS2FET3PIiz99A,90,9.18271,45.45435139,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\-8hTRznWQS2FET3PIiz99A_090.jpg,0.24926758,street benches,4,2
3,jrce2IWihlk-T4v73xSvGQ,270,9.1267941,45.4749219,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\jrce2IWihlk-T4v73xSvGQ_270.jpg,0.24511719,public bench,4,1
4,aD2j2wCCnw4tnnM_y4aOYQ,270,9.222209123,45.44105568,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\aD2j2wCCnw4tnnM_y4aOYQ_270.jpg,0.24450684,public bench,4,1
5,elqG5pwU4uxHCpETZgrbiQ,270,9.151721328,45.45156953,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\elqG5pwU4uxHCpETZgrbiQ_270.jpg,0.24255371,public bench,4,1
6,6jMgDoUo0OX-_1WJ0481hw,90,9.1758567,45.5206498,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\6jMgDoUo0OX-_1WJ0481hw_090.jpg,0.24230957,bench near the curb,4,1
7,QzMd74_7Yeff6YgDNyi2YA,270,9.220532204,45.44188488,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\QzMd74_7Yeff6YgDNyi2YA_270.jpg,0.24169922,public bench,4,1
8,LbFplj6y9g16mjiCOes4QQ,90,9.126318469,45.51878703,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\LbFplj6y9g16mjiCOes4QQ_090.jpg,0.24060059,bench near the curb,4,1
9,Lr4NMNZ0MQaoP1Yzx4D3Tg,90,9.180032792,45.51218728,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\Lr4NMNZ0MQaoP1Yzx4D3Tg_090.jpg,0.24047852,benches,4,1
10,7CoyIjngxIKzO4rjxkQ4cQ,90,9.163627768,45.4426333,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\7CoyIjngxIKzO4rjxkQ4cQ_090.jpg,0.23901367,street furniture benches,4,1
11,9q9OaIn8H_PyyjlN6bFnDw,90,9.209304785,45.52189128,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\9q9OaIn8H_PyyjlN6bFnDw_090.jpg,0.23864746,bench near the curb,4,1
12,CPm0N_iyCtHDyuj8U9Im9Q,90,9.106645458,45.51150358,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\CPm0N_iyCtHDyuj8U9Im9Q_090.jpg,0.23864746,bench near the curb,4,1
13,LFhvjdVPGLVB_zwlNz2deQ,270,9.1302333,45.5024458,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\LFhvjdVPGLVB_zwlNz2deQ_270.jpg,0.23852539,bench near the curb,4,1
14,96noJkCxyDlXf_N-iWKIkQ,90,9.125573216,45.51843559,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\96noJkCxyDlXf_N-iWKIkQ_090.jpg,0.23779297,public bench,4,1
15,wOJIst6wLGUS5cGeyEJMLw,90,9.1206041,45.5121295,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\wOJIst6wLGUS5cGeyEJMLw_090.jpg,0.23632812,bench near the curb,4,1
16,o53zYF0dsqn6qUtw6co6Gw,90,9.104430883,45.49215309,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\o53zYF0dsqn6qUtw6co6Gw_090.jpg,0.23535156,public bench,4,1
17,dDl8SoO02Yg0YE8mstmGuQ,90,9.180222624,45.511572,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\dDl8SoO02Yg0YE8mstmGuQ_090.jpg,0.23522949,benches,4,1
18,JR0OsazBSI3nYCOTGxrLjA,90,9.178027985,45.51864461,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\JR0OsazBSI3nYCOTGxrLjA_090.jpg,0.23413086,benches,4,1
19,Z-f5sHd-1K1JPAwlAKwX7Q,270,9.129948147,45.49543508,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\Z-f5sHd-1K1JPAwlAKwX7Q_270.jpg,0.23352051,bench near the curb,4,1
20,C83MK_HP00LQ8e4O8xse1Q,270,9.122564978,45.50340238,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\C83MK_HP00LQ8e4O8xse1Q_270.jpg,0.2331543,bench near the curb,4,1
21,y-nyd-0_0QGfSPtW_DyYAg,90,9.1027947,45.500564,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\y-nyd-0_0QGfSPtW_DyYAg_090.jpg,0.23278809,bench near the curb,4,1
22,W0EJtIqNMaie2CyMzynybg,270,9.1700062,45.5172617,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\W0EJtIqNMaie2CyMzynybg_270.jpg,0.23266602,street furniture benches,4,1
23,32fHOKhaOoqMnA37ubsHdQ,90,9.250915516,45.48438833,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\32fHOKhaOoqMnA37ubsHdQ_090.jpg,0.23242188,street furniture benches,4,1
24,49FBWxgTXO7XOvIBUrRJjA,90,9.210807803,45.52453095,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\49FBWxgTXO7XOvIBUrRJjA_090.jpg,0.23242188,bench near the curb,4,1
25,DmOINK5gyWwuA5-AsGNbqA,90,9.206803321,45.47728026,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\DmOINK5gyWwuA5-AsGNbqA_090.jpg,0.23144531,benches on the sidewalk,4,1
26,ol2vJpnw2r7Ib4fZ-GqRIQ,90,9.128707715,45.45456124,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\ol2vJpnw2r7Ib4fZ-GqRIQ_090.jpg,0.23144531,street furniture benches,4,1
27,P8S_GAXA33StYn5ahtvbMw,90,9.167811377,45.46211527,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\P8S_GAXA33StYn5ahtvbMw_090.jpg,0.23022461,street benches,4,1
28,LVERDH0zhSKZj7-7fTnHGw,0,9.197877622,45.46331569,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\LVERDH0zhSKZj7-7fTnHGw_000.jpg,0.2298584,bench near the curb,4,1
29,blXDCgzLGyNiV_ma4ELu_g,270,9.216281711,45.44393101,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\blXDCgzLGyNiV_ma4ELu_g_270.jpg,0.22875977,street benches,4,1
30,o9--yIpcRTXfncE-bQmZ6A,90,9.1987291,45.466129,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\o9--yIpcRTXfncE-bQmZ6A_090.jpg,0.2286377,street benches,4,1
31,ypT3bIeelabJ7OKJQ34Vew,90,9.238762646,45.48444991,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\ypT3bIeelabJ7OKJQ34Vew_090.jpg,0.22851562,bench near the curb,4,1
32,a3kY7BS7cIdCIY2thSvc9w,270,9.180090241,45.4686047,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\a3kY7BS7cIdCIY2thSvc9w_270.jpg,0.22851562,public bench,4,2
33,T3q8pX1I3Q4iai1SFs3tqw,90,9.118827295,45.51486443,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\T3q8pX1I3Q4iai1SFs3tqw_090.jpg,0.22839355,bench near the curb,4,1
34,6mzWffcCJjr_BjUED-F_kw,0,9.246227854,45.51033633,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\6mzWffcCJjr_BjUED-F_kw_000.jpg,0.22827148,street furniture benches,4,1
35,d6BaQkKHIR0MiwQdSKasEg,90,9.260219422,45.50865141,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\d6BaQkKHIR0MiwQdSKasEg_090.jpg,0.22802734,public bench,4,1
36,V649ozY0wgChPC6I7OATmA,270,9.1793269,45.4672214,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\V649ozY0wgChPC6I7OATmA_270.jpg,0.22790527,public bench,4,1
37,EpcQkZy2WNGXJCsqUuvpMA,90,9.229284,45.459755,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\EpcQkZy2WNGXJCsqUuvpMA_090.jpg,0.22717285,bench near the curb,4,1
38,YPlzG5DioMcsgLfhdRU-dA,90,9.176889163,45.46660586,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\YPlzG5DioMcsgLfhdRU-dA_090.jpg,0.22717285,street furniture benches,4,1
39,TIZ4Z_qo3zmFyQS5s7Vhbw,270,9.227442177,45.50338046,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\TIZ4Z_qo3zmFyQS5s7Vhbw_270.jpg,0.22680664,bench near the curb,4,1
40,6zLdZ-L1WoMxOjXuKCEjGg,270,9.214158591,45.52209971,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\6zLdZ-L1WoMxOjXuKCEjGg_270.jpg,0.22668457,a bench on the sidewalk,4,1
41,qkHR9lfqiXH2VcuO-ymeJA,90,9.1840116,45.4670642,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\qkHR9lfqiXH2VcuO-ymeJA_090.jpg,0.2265625,street furniture benches,4,1
42,i8hxPaV2cZgPMpWTuS4HdQ,0,9.2403996,45.4358076,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\i8hxPaV2cZgPMpWTuS4HdQ_000.jpg,0.2265625,street furniture benches,4,1
43,VahihbthkdDVRGmumgjzrg,270,9.23453,45.4841705,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\VahihbthkdDVRGmumgjzrg_270.jpg,0.2265625,benches along the street,4,1
44,ayuSdPRUFdv9P0fpw0ZiiQ,90,9.13288374,45.49404315,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\ayuSdPRUFdv9P0fpw0ZiiQ_090.jpg,0.22607422,bench near the curb,4,1
45,Y_ILqKUPJ6AbjQi3Rj8Iww,270,9.2268124,45.4814889,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\Y_ILqKUPJ6AbjQi3Rj8Iww_270.jpg,0.22607422,benches along the street,4,1
46,TH04CWk_FwtUkbCEqtZ0aw,90,9.101161265,45.45187401,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\TH04CWk_FwtUkbCEqtZ0aw_090.jpg,0.2253418,bench near the curb,4,1
47,Nl1gma62829sdaw1TD82Kw,90,9.175164,45.5098923,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\Nl1gma62829sdaw1TD82Kw_090.jpg,0.22521973,benches along the street,4,1
48,BP8x7m_NmmqS1PUMGN1ZTw,270,9.224152622,45.4613106,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\BP8x7m_NmmqS1PUMGN1ZTw_270.jpg,0.22509766,benches on the sidewalk,4,1
49,d8bUw0mEy4dCFKdGzlwqRg,180,9.1732363,45.4762248,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\d8bUw0mEy4dCFKdGzlwqRg_180.jpg,0.22509766,street benches,4,1
50,PGvawy-PtOtPGZ_6zP_IFA,90,9.184255004,45.47688739,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\PGvawy-PtOtPGZ_6zP_IFA_090.jpg,0.22509766,street furniture benches,4,1
51,ZyB3sV641eLfj0HtGjYy_Q,90,9.211024633,45.52456184,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\ZyB3sV641eLfj0HtGjYy_Q_090.jpg,0.22485352,bench near the curb,4,1
52,GH0wbzXrMHsEqrz-8LI4Zg,90,9.200984353,45.47051064,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\GH0wbzXrMHsEqrz-8LI4Zg_090.jpg,0.22485352,public seating on the sidewalk,4,1
53,lMa6f3dWFtnp_Qb6eoGj8w,270,9.170879477,45.47644337,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\lMa6f3dWFtnp_Qb6eoGj8w_270.jpg,0.22473145,public seating on the sidewalk,4,1
54,ejkiOUXfJizz20C9ZUEI8w,270,9.127252604,45.46231018,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\ejkiOUXfJizz20C9ZUEI8w_270.jpg,0.22473145,bench near the curb,4,1
55,9Nm1AVGzXunh-l8msLPkqg,180,9.195974,45.480349,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\9Nm1AVGzXunh-l8msLPkqg_180.jpg,0.22460938,bench near the curb,4,1
56,4X2LWYVFSFMi24wOzUSgcg,90,9.2553151,45.4360414,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\4X2LWYVFSFMi24wOzUSgcg_090.jpg,0.22460938,bench near the curb,4,1
57,0QntWojlo1Vtca5f4BrOGw,270,9.2270257,45.479363,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\0QntWojlo1Vtca5f4BrOGw_270.jpg,0.2244873,benches,4,1
58,dS5LHh5eF4Oj5JOFirN7kw,270,9.2211472,45.4751541,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\dS5LHh5eF4Oj5JOFirN7kw_270.jpg,0.22436523,benches along the street,4,1
59,qf1asmkwqbhM7s9PF2owyg,90,9.2557467,45.5115871,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\qf1asmkwqbhM7s9PF2owyg_090.jpg,0.22436523,street furniture benches,4,1
60,5q1_qHGiWP0glAki_2oTRA,90,9.1205082,45.4943506,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\5q1_qHGiWP0glAki_2oTRA_090.jpg,0.22436523,public bench,4,1
61,DsOXYHBEJQphCN246cjm9Q,90,9.213695144,45.52963455,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\DsOXYHBEJQphCN246cjm9Q_090.jpg,0.2241211,bench near the curb,4,1
62,OKUsuaSf4XWj1Xqk_jCO7Q,270,9.2363596,45.4811444,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\OKUsuaSf4XWj1Xqk_jCO7Q_270.jpg,0.2241211,bench near the curb,4,1
63,c-nQ6WRRRu40EFAFVdtIYQ,270,9.152466655,45.48969236,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\c-nQ6WRRRu40EFAFVdtIYQ_270.jpg,0.22399902,benches along the street,4,1
64,g9v0gstpn0i6QpTtbS7jyg,270,9.159474058,45.48772914,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\g9v0gstpn0i6QpTtbS7jyg_270.jpg,0.22399902,benches on the sidewalk,4,1
65,c7ylgg0sraR-29HH0JabQA,90,9.180427882,45.51095914,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\c7ylgg0sraR-29HH0JabQA_090.jpg,0.22399902,a bench,4,1
66,47ISopIvBl7w_q-wxCDpOA,270,9.2051241,45.4519764,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\47ISopIvBl7w_q-wxCDpOA_270.jpg,0.22399902,public bench,4,1
67,8HB7cpW8qt_6kvvD9b2D2g,90,9.120880057,45.47024727,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\8HB7cpW8qt_6kvvD9b2D2g_090.jpg,0.22399902,bench near the curb,4,1
68,SxRC98-L3N-3nGiVyp2y4g,270,9.214123148,45.47282192,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\SxRC98-L3N-3nGiVyp2y4g_270.jpg,0.22399902,street benches,4,1
69,E3UaqKzuQUih6sMkALzSgA,270,9.1264573,45.5015786,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\E3UaqKzuQUih6sMkALzSgA_270.jpg,0.22375488,benches along the street,4,1
70,7NOXJ6ZvlEaWv-f5OM-T7Q,270,9.2000595,45.4648334,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\7NOXJ6ZvlEaWv-f5OM-T7Q_270.jpg,0.22338867,street benches,4,1
71,p_gMgwfaCdCI4MJlfbA9cg,0,9.1722558,45.4809518,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\p_gMgwfaCdCI4MJlfbA9cg_000.jpg,0.22338867,street furniture benches,4,1
72,p3_lJPa7ETBz0SyDJNC9Ag,90,9.076263659,45.45243065,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\p3_lJPa7ETBz0SyDJNC9Ag_090.jpg,0.2232666,bench near the curb,4,1
73,Hsbxbko5KGeekCYPjijMYA,90,9.1485407,45.5077591,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\Hsbxbko5KGeekCYPjijMYA_090.jpg,0.22314453,bench near the curb,4,1
74,NerrXLkh8RBMgQX41X6GWQ,90,9.175443928,45.50190937,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\NerrXLkh8RBMgQX41X6GWQ_090.jpg,0.22314453,street furniture benches,4,1
75,VpSAXTyT-cuRNTu99mekbw,270,9.2111379,45.4767133,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\VpSAXTyT-cuRNTu99mekbw_270.jpg,0.22314453,street benches,4,1
76,T0-f_xnQs4lMBleLi1f5Rw,90,9.1989011,45.4769246,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\T0-f_xnQs4lMBleLi1f5Rw_090.jpg,0.22314453,bench near the curb,4,1
77,gobn7WLq1Dy4z6n676s6Yg,270,9.230732221,45.47938942,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\gobn7WLq1Dy4z6n676s6Yg_270.jpg,0.22314453,benches on the sidewalk,4,1
78,ChOEFmoNYG22x57Zyin5Bw,90,9.1722884,45.4761927,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\ChOEFmoNYG22x57Zyin5Bw_090.jpg,0.22290039,street benches,4,2
79,HUUXmUbWDRw0J_pmLV7lBg,90,9.2520305,45.4885341,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\HUUXmUbWDRw0J_pmLV7lBg_090.jpg,0.22290039,bench near the curb,4,1
80,Sa-jRtB-BKu-sNwI9_Imvw,90,9.0855003,45.4773238,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\Sa-jRtB-BKu-sNwI9_Imvw_090.jpg,0.22290039,bench near the curb,4,1
81,sFt5-Zqe0yKTgD75KXsXEQ,90,9.18083172,45.52671021,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\sFt5-Zqe0yKTgD75KXsXEQ_090.jpg,0.22277832,bench near the curb,4,1
82,fMuMQBRcLf6Bb5Td1dx2Aw,90,9.191747,45.4758723,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\fMuMQBRcLf6Bb5Td1dx2Aw_090.jpg,0.22277832,street furniture benches,4,1
83,j2M63hjPaddGsqAkUDNHIA,270,9.172855636,45.52939619,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\j2M63hjPaddGsqAkUDNHIA_270.jpg,0.22277832,bench near the curb,4,1
84,E6xhDOPDr6qJ0cdbNRyAQA,90,9.163500883,45.42520067,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\E6xhDOPDr6qJ0cdbNRyAQA_090.jpg,0.22277832,bench near the curb,4,1
85,cuz8-9ET2m3fNaXLTcE2ug,90,9.1948984,45.4724414,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\cuz8-9ET2m3fNaXLTcE2ug_090.jpg,0.22277832,bench near the curb,4,1
86,vhg4bftrRdtAX0CDPdT2PA,90,9.212732633,45.49751003,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\vhg4bftrRdtAX0CDPdT2PA_090.jpg,0.22277832,street furniture benches,4,1
87,yJkj4MmdqGb0-XWjuvvWvw,90,9.2236945,45.4776542,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\yJkj4MmdqGb0-XWjuvvWvw_090.jpg,0.22265625,street benches,4,1
88,jSF0cNeBk5XfYf-lCdd7Aw,90,9.1876991,45.4715629,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\jSF0cNeBk5XfYf-lCdd7Aw_090.jpg,0.22265625,street benches,4,1
89,C24QmWjKApbRnWnyzFSyKw,90,9.064660682,45.5026807,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\C24QmWjKApbRnWnyzFSyKw_090.jpg,0.22253418,a bench,4,1
90,g1weioRWFAdbpwIReaOlKg,270,9.2397521,45.4371478,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\g1weioRWFAdbpwIReaOlKg_270.jpg,0.22241211,benches on the sidewalk,4,1
91,qcC_1QrQmlTVRSR2TvK20g,90,9.2139783,45.5215975,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\qcC_1QrQmlTVRSR2TvK20g_090.jpg,0.22241211,street furniture benches,4,1
92,c2ceBXn1djIQCMLYHzXG8A,270,9.089113834,45.47749332,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\c2ceBXn1djIQCMLYHzXG8A_270.jpg,0.22229004,bench near the curb,4,1
93,46vB-XayK9AmJWDl_ZsUeQ,90,9.0852806,45.463835,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\46vB-XayK9AmJWDl_ZsUeQ_090.jpg,0.22229004,bench near the curb,4,1
94,bdokdBQkKE5c667pun3jiQ,90,9.115006644,45.46168139,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\bdokdBQkKE5c667pun3jiQ_090.jpg,0.22216797,public bench,4,1
95,xd5-D3J6UbYKj1MJjsLOeg,90,9.2236699,45.4795251,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\xd5-D3J6UbYKj1MJjsLOeg_090.jpg,0.2220459,benches along the street,4,1
96,SJBmmyJEaUQdp8uZOsV0ZQ,90,9.10314467,45.45316661,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\SJBmmyJEaUQdp8uZOsV0ZQ_090.jpg,0.22192383,bench near the curb,4,1
